,number,sentences
9445,,ಅದಕ್ಕೇ ಆ ನೀರಿನಲ್ಲಿ ನಿಂತರೂ ನಿನಗೆ ಚಳಿ ಆಗಲಿಲ್ಲ .
9446,sg,ನಿನಗೆ ಇನಾಮು ಕೊಡೋದಿಲ್ಲ ಹೋಗು .
9447,,"ಬೀರಬಲ , ನಿನಗೆ ಹುಚ್ಚು ಅಲ್ಲದೆ ಮತ್ತೇನು ?"
9448,,ಆರಡಿ ಎತ್ತರದಲ್ಲಿ ಇರುವ ಪಾತ್ರೆಗೆ ನಿನ್ನ ಈ ಸಣ್ಣ ಬೆಂಕಿ ತಗಲುತ್ತಾ ?
9449,,ಕಂಬದ ದೀಪ ಕೊಳದಲ್ಲಿ ಇರುವ ನೀರಿಗೆ ಶಾಖ ಕೊಡಬಹುದಾದರೆ ಈ ಬೆಂಕಿ ಕೂಡ ಪಾತ್ರೇನ ಮುಟ್ಬೇಕು .
9450,,ನಿನ್ನ ಅಕ್ಕಿ ಬೆಂದಾಯಿತಲ್ಲಾ ?
9451,sg,"ಏಳು , ಆ ಭಿಕ್ಷುಕನನ್ನು ಕರೆಸಿ ನೂರು ವರಹ ಕೊಡಿಸು ."
9452,sg,"ಇರಬಹುದು , ಆದರೆ ನಿನ್ನೆ ನಿನ್ನನ್ನು ತಿಂದ ಹಾಗೆ ಕನಸು ಬಿತ್ತು ."
9453,,ಕನಸನ್ನು ನಿಜ ಮಾಡೋದು ನನ್ನ ಕರ್ತವ್ಯ .
9454,sg,ಆಗಲಿ ನನ್ನ ಇಷ್ಟದ ಪ್ರಕಾರ ತಿನ್ನುವೆಯಂತೆ .
9455,,ಆದರೆ ತಿನ್ನುವ ಮೊದಲು ರಾಜನ ಅಭಿಪ್ರಾಯ ಕೇಳಿದರೆ ಒಳ್ಳೆಯದು ಅಲ್ಲವೇ ?
9456,,ಕನಸು ಬಿದ್ದದ್ದನ್ನು ನಿಜ ಮಾಡಲೇಬೇಕು .
9457,,"ಕಾಡುಹಂದಿ , ನೀನು ಹರಿಣೀನ ತಿನ್ನೋದೇ ಸರಿ ."
9458,pl,ಹೇಗೆ ಇದ್ದೀರಾ ?
9459,sg,ನಿಮ್ಮನ್ನು ನೋಡಿ ಬಹಳ ದಿವಸ ಆಯಿತು .
9460,sg,ನಿಮಗೆ ಇಷ್ಟೊಂದು ಅಕ್ಕಿ ಹೇಗೆ ಸಿಕ್ಕಿತು ?
9461,,ಹಾಗಾದರೆ ಗಿಳೀನ ನನಗೆ ಒಂದೆರಡು ದಿವಸ ಕೊಡಿ ಆಮೇಲೆ ಅದನ್ನು ವಾಪಸ್ಸು ಮಾಡ್ತೀನಿ .
9462,,ನನ್ನ ಹೆಂಡತಿ ಮಕ್ಕಳಿಗೆ ತಿನ್ನೋಕೆ ಏನೂ ಇಲ್ಲ .
9463,pl,ಅಷ್ಟೊಂದು ಇಷ್ಟ ಇದ್ದರೆ ಆ ಗಿಳಿಯ ಮೂಳೆಗಳನ್ನ ತಕೊಂಡುಹೋಗಿ ಪೂಜೆ ಮಾಡಿ .
9464,,ಆನೆಯನ್ನು ತೊಳೆಯೋಷ್ಟು ದೊಡ್ಡ ಪಾತ್ರೆ ನನ್ನ ಹತ್ತಿರ ಇಲ್ಲ ಮಹಾಪ್ರಭು .
9465,sg,ಅಂಥ ಒಂದು ಪಾತ್ರೆ ಮಾಡಿಸಿ ಕೊಡಿ .
9466,,"ಮಹಾಪ್ರಭೂ , ಪಾತ್ರೆ ಗಟ್ಟಿಯಾಗೂ ಇರಬೇಕು , ತೆಳ್ಳಗೂ ಇರಬೇಕು ."
9467,,ಅಂಥ ಪಾತ್ರೆ ಇದ್ದರೆ ಮಾತ್ರ ಆನೆಯನ್ನು ಬೆಳ್ಳಗೆ ಮಾಡಲು ಸಾಧ್ಯ .
9468,,"ದಂಪತಿಗಳೇ , ನಿಮ್ಮ ಒಳ್ಳೆಯತನಕ್ಕೆ ಬ್ರಹ್ಮ ಮೆಚ್ಚಿ ನಿಮಗೆ ಮಗನೊಬ್ಬ ಹುಟ್ಟುವಂತೆ ಅನುಗ್ರಹಿಸಿದ್ದಾನೆ ."
9469,,ಆದರೆ ನಿಮ್ಮ ಮಗನಿಗೆ ಹದಿನಾರು ವರ್ಷ ತುಂಬುವ ಹೊತ್ತಿಗೆ ಅವನನ್ನು ಬ್ರಹ್ಮನಿಗೆ ಕೊಟ್ಟುಬಿಡಬೇಕು .
9470,sg,ನಿನ್ನ ಮಾತು ನಾನು ನಂಬಲಾರೆ .
9471,,ವ್ಯಕ್ತಿಯ ನಡತೆಯನ್ನು ನಿರ್ಧರಿಸುವುದು ಅವನಿಗೆ ಇರುವ ಸ್ನೇಹಿತರ ನಡತೆಗಳಿಂದ ; ಆದ್ದರಿಂದ ಕಳ್ಳಬಾತುಕೋಳಿಗಳ ಜೊತೆಗೆ ಇರುವ ನೀನೂ ಕಳ್ಳನೇ ಇರಬೇಕು .
9472,,"ಎಂಥ ತಮಾಷೆಯ ಗೊಂಬೆ ಅದು ಊಟ ಮಾಡುತ್ತೆ , ಮಾತು ಕೂಡ ಆಡುತ್ತೆ ."
9473,,ಹೇಗಾದರೂ ಮಾಡಿ ನಾನಾದರೂ ದೇವಗಂಗೆಯನ್ನು ಪಡೆದುಕೊಳ್ಳಬೇಕು .
9474,,ನೀನು ಭೂಮಿಗೆ ಇಳಿಯಬೇಕು .
9475,,ನನ್ನ ತಂದೆ ತಾತಂದಿರನ್ನು ಪವಿತ್ರಗೊಳಿಸಬೇಕು .
9476,,"ದೇವೀ , ನಿನ್ನ ರಭಸವನ್ನು ತಡೆಹಿಡಿಯುವಂತೆ ನಾನು ಪರಶಿವನನ್ನು ಪ್ರಾರ್ಥಿಸುತ್ತೇನೆ ."
9477,sg,ಅವಳ ಆಸೆಯಂತೆ ಹೆಸರನ್ನು ಇಡು .
9478,sg,"ಸುಮ್ಮನೆ ಸ್ನೇಹಿತರ ಜೊತೆ ಅಲೆಯುತ್ತಾ ಇದ್ದೀಯಲ್ಲ , ಯಾವ ಲಾಭಕ್ಕಾಗಿ ಅವರನ್ನು ಜೊತೆ ಸೇರಿಸಿ ಕೊಂಡಿದ್ದೀಯ ?"
9479,pl,ನನ್ನಿಂದ ಯಾವ ಲಾಭವೂ ಇಲ್ಲದಿದ್ದರೂ ಅವರು ನನ್ನ ಜೊತೆಗೆ ಇದ್ದಾರೆ .
9480,sg,ಅದಕ್ಕಾಗಿ ನಾನೂ ಅವರ ಜೊತೆಗೆ ಇದ್ದೇನೆ .
9481,sg,"ಈಜಲು ಗೊತ್ತಿರುವವನ ಆಳಕ್ಕೂ , ಗೊತ್ತಿಲ್ಲದವನ ಆಳಕ್ಕೂ ವ್ಯತ್ಯಾಸ ಇದೆ ."
9482,,ನನಗೆ ಈಜಲು ಗೊತ್ತಿದೆ .
9483,sg,ಮದುವೆ ಹೆಣ್ಣಿನ ತಂದೆಯ ಕಣ್ಣೀರು ಒಂದಿಷ್ಟು ಹೆಚ್ಚು ಬಿದ್ದಿರಬೇಕು .
9484,sg,"ಕ್ಷಮಿಸಿ ಬಿಡಿ , ಯಾವುದೇ ತಕರಾರು ಮಾಡದೇ ದಯವಿಟ್ಟು ಊಟ ಮುಗಿಸಿ ."
9485,sg,"ಇದು ಪ್ರಕಟವಾದ ಬಳಿಕ ನಡೆಯುತ್ತೆ , ಸುಮ್ಮನೆ ತಲೆಕೆಡಿಸಿಕೊಳ್ಳಬೇಡ ."
9486,sg,"ಗುರುದೇವ , ನನಗೆ ಧನುರ್ವಿದ್ಯೆಯನ್ನು ಕಲಿಸುವ ಕೃಪೆ ಮಾಡುವಿರೇ ?"
9487,,"ನನ್ನ ಮೂರ್ತಿಯ ಎದುರು ಕುಳಿತು ನೀನು ಧನುರ್ವಿದ್ಯೆಯನ್ನು ಕಲಿತೆ ಎಂದು ನೀನು ಹೇಳಿದೆ , ಆದರೆ ಗುರುದಕ್ಷಿಣೆಯನ್ನು ಕೊಡಲಿಲ್ಲ ."
9488,sg,ನಿಮಗೆ ಈ ಬಗ್ಗೆ ತಿಳಿಯಲು ತೀವ್ರ ಜಿಜ್ಞಾಸೆ ಇದ್ದರೆ ನಾನು ಅವಶ್ಯವಾಗಿ ಹೇಳುವೆನು .
9489,sg,"ಹೇ ಮಹಾನ ಸನ್ಯಾಸಿ , ನೀವು ಈ ಅಲೌಕಿಕ ಜ್ಞಾನವನ್ನು ಯಾವ ಶಾಲೆಯಲ್ಲಿ ಅಥವಾ ವಿಶ್ವವಿದ್ಯಾಲಯದಲ್ಲಿ ಕಲಿತಿರಿ ?"
9490,sg,ಕೃಪೆ ಮಾಡಿ ನಮಗೆ ವಿಸ್ತಾರವಾಗಿ ಹೇಳಿರಿ .
9491,sg,"ಅವಶ್ಯವಾಗಿ , ಈ ಜ್ಞಾನವು ನನಗೆ ಕೇವಲ ನನ್ನ ಗುರುಗಳಿಂದ ಸಿಕ್ಕಿದೆ ."
9492,,"ಗುರುಗಳೇ , ನೀವು ಸೋಮನ ವಿಷಯದಲ್ಲಿ ಅಷ್ಟೊಂದು ಕಠೋರ ನಿರ್ಣಯ ತೆಗೆದುಕೊಂಡಿರುವಿರಿ ; ಆದರೆ ನಿಮ್ಮ ಕಣ್ಣಿನಲ್ಲಿ ಕಣ್ಣೀರು ಏಕೆ ಇತ್ತು ?"
9493,sg,"ದೇವರೇ , ರೈತನ ಗೋಧಿಯ ರಕ್ಷಣೆ ಮಾಡು ."
9494,sg,ಹಕ್ಕಿಗಳಿಗೆ ನಿನ್ನ ಕಾಳುಗಳನ್ನು ತಿನ್ನಿಸು .
9495,sg,"ಅರೆ , ಹುಚ್ಚ ಏನು ಮಾಡುತ್ತಿರುವೆ ?"
9496,sg,ನೀನೇ ರಚಿಸಿರುವ ರಾಮಾಯಣವನ್ನು ಏಕೆ ಸುಡುತ್ತಿರುವೆ ?
9497,pl,ನನಗೆ ೫ ಗಂಡಂದಿರು ಇದ್ದಾರೆ .
9498,sg,ಸಂಪೂರ್ಣ ಜಗತ್ತನ್ನು ಎದುರಿಸಿ ಜಯಿಸುವ ಸಾಮರ್ಥ್ಯ ಅವರಿಗೆ ಇದೆ .
9499,pl,ಅವರು ನನ್ನನ್ನು ಖಂಡಿತವಾಗಿಯೂ ರಕ್ಷಿಸುವರು .
9500,sg,ಇದು ಸತ್ಯ ಆಗಿದೆ .
9501,,ಇಂದಿನಿಂದ ಮೂರನೆಯ ದಿನಕ್ಕೆ ಕೋಸಲ ದೇಶದ ರಾಜಧಾನಿಯಲ್ಲಿ ದಶರಥ – ಕೌಸಲ್ಯಾರ ವಿವಾಹವು ನಡೆಯಲಿದೆ .
9502,,ಇದ್ದಕ್ಕಿದ್ದಂತೆಯೇ ಕಾಡಿನಿಂದ ಒಂದು ಹುಲಿ ನನ್ನನ್ನು ಅಟ್ಟಿಸಿಕೊಂಡು ಬಂದುಬಿಟ್ಟರೆ ನನ್ನ ಗತಿಯೇನು ?
9503,,ಎಲ್ಲರಿಗಿಂತ ಹೆಚ್ಚು ದಯಾಳು ಮತ್ತು ಪುಣ್ಯಾತ್ಮನಿಗೆ ಇದು ವಿಶ್ವನಾಥನ ಬಹುಮಾನ .
9504,sg,ಸಾವಿರಾರು ವರ್ಷಗಳ ಪ್ರಯತ್ನ ನಡೆಸಿದರೂ ಗಂಗಾಪ್ರವಾಹವನ್ನು ಈ ಹಿಡಿ ಉಸುಕಿನಿಂದ ತಡೆಯಲಾರೆ .
9505,sg,ಹುಚ್ಚು ಸಾಹಸವನ್ನು ತೊರೆದು ಬಿಡು .
9506,,"ನಾನು ಇಷ್ಟೊಂದು ಬಲಶಾಲಿ , ನನ್ನ ಭಾರದಿಂದ ಸೇತುವೆಯು ಮುರಿದರೆ ಏನು ಮಾಡುವುದು ."
9507,sg,"ವಾಸುದೇವ , ನನ್ನನ್ನು ಕ್ಷಮಿಸು ."
9508,,ವಜ್ರ ಶರೀರದ ಆಂಜನೇಯನ ಬಲವನ್ನು ನಾನು ತಿಳಿದುಕೊಂಡಿರಬೇಕು .
9509,sg,ನಾನು ತನಗೆ ಸರಿಸಾಟಿ ಯಾರೂ ಇಲ್ಲ ಎಂಬ ಗುಂಗಿನಲ್ಲಿ ಇದ್ದೆ .
9510,,ಭಕ್ತಿರಹಿತ ಕಾರ್ಯ ವ್ಯರ್ಥ .
9511,sg,ಯಾರು ಈ ಪಾಪವನ್ನು ಮಾಡಿದ್ದಾರೋ ಅವರು ಇಂದಿನಿಂದ ೭ ದಿನಗಳ ಒಳಗೆ ಸರ್ಪರಾಜ ಆದ ತಕ್ಷಕನಿಂದ ಮರಣ ಹೊಂದಲಿ .
9512,,"ಮನುಷ್ಯನು ಸಣ್ಣ ವಿಷಯಕ್ಕೆಲ್ಲ ಕೋಪಿಸಿಕೊಳ್ಳಬಾರದು , ಮತ್ತು ಇಂತಹ ವಿಷಯಕ್ಕೆಲ್ಲ ಶಾಪವನ್ನು ಹಾಕಬಾರದು ."
9513,sg,"ಮಹಾರಾಜ ಪರೀಕ್ಷಿತರು ವಿಷ್ಣುವಿನ ಅವತಾರ ಆಗಿದ್ದು , ರಾಜನಲ್ಲಿ ಕ್ಷಮೆಯನ್ನು ಯಾಚಿಸಿ ಅವರಿಗೆ ಶಾಪದಿಂದ ವಿಮುಕ್ತನ್ನಾಗಿ ಮಾಡು ."
9514,sg,ತಾವು ರಾಜನನ್ನು ಆದರದಿಂದ ಆಶ್ರಮಕ್ಕೆ ಬರಮಾಡಿಕೊಳ್ಳದೇ ಇರಲು ಕ್ಷಮೆಯನ್ನು ಕೋರಬೇಕು .
9515,,"ಶೃಂಗಿ ಹಾಕಿದ ಶಾಪವನ್ನೂ , ಅದರ ಪರಿಹಾರವನ್ನು ಸೂಚಿಸಿಬೇಕು ."
9516,pl,ಋಷಿಗಳು ಶಾಪಕ್ಕೆ ಪರಿಹಾರವಾಗಿ ಒಂದು ವಾರ ಭಾಗವತ ಪಠಣ ಮಾಡಲು ಹೇಳಿದ್ದಾರೆ .
9517,,ಸಂಪೂರ್ಣ ಲೌಕಿಕ ಮತ್ತು ಅಲೌಕಿಕ ಸುಖ ಕೊಡುವ ಭಗವಾನ ನಾರಾಯಣನನ್ನು ಬಿಟ್ಟರೆ ಯಾರೂ ನಿನ್ನ ದುಃಖ ದೂರ ಮಾಡಲಾರರು .
9518,sg,ಅದಕ್ಕಾಗಿ ನೀನು ಅವನ ಭಕ್ತಿ ಮಾಡು .
9519,sg,ಹೇ ರಾಜಕುಮಾರ ! ನನಗೆ ನಿನ್ನ ಅಂತಃಕರಣದಲ್ಲಿ ಇರುವುದು ತಿಳಿದಿದೆ .
9520,,ನಿನ್ನ ಇಚ್ಛೆಗಳು ಪೂರ್ಣ ಆಗಲಿ .
9521,,ಸಮಸ್ಥ ಪ್ರಕಾರದ ಸರ್ವೋತ್ತಮ ಐಶ್ವರ್ಯದ ಭೋಗ ಮತ್ತು ಕೊನೆಯ ಸಮಯದಲ್ಲಿ ನಿನಗೆ ನನ್ನ ಲೋಕ ಪ್ರಾಪ್ತಿ ಆಗುವುದು .
9522,sg,"ಈ ಬಳ್ಳಿಯನ್ನು ಕಿತ್ತು ಹಾಕಿರಿ , ಇಲ್ಲವಾದರೆ ಮುಂದೆ ಒಂದು ದಿನ ನಮಗೆ ಕಷ್ಟ ಆಗುವುದು ."
9523,sg,ಇಷ್ಟು ಚಿಕ್ಕದಾದ ಬಳ್ಳಿಯು ನಮಗೆ ಹೇಗೆ ಕಷ್ಟದಾಯಕ ಆಗುವುದು ?
9524,sg,ಮೆಲ್ಲಮೆಲ್ಲನೆ ಈ ಬಳ್ಳಿಯು ಕೊಂಬೆಗೆ ಹತ್ತಿಕೊಂಡು ಒಂದು ದೊಡ್ಡರೂಪವನ್ನು ಧಾರಣ ಮಾಡಿ ಕೆಳಗಿನಿಂದ ಮೇಲಿನ ತನಕ ಮರದ ಮೇಲೆ ಏರಲು ಸಹಾಯಕ ಆಗುವುದು .
9525,sg,ಆಗ ನಮ್ಮ ಮೇಲೆ ಕಣ್ಣಿಟ್ಟಿರುವವರು ಸಹಜವಾಗಿ ನಮ್ಮನ್ನು ಕೊಲ್ಲಬಹುದು .
9526,,ನಮ್ಮಿಂದ ತಪ್ಪಾಯಿತು ನಮ್ಮನ್ನು ಕ್ಷಮಿಸು .
9527,sg,ನಮ್ಮೆಲ್ಲರನ್ನು ಸಂಕಟದಿಂದ ದೂರ ಮಾಡಲು ಏನಾದರೂ ಉಪಾಯ ಹೇಳು .
9528,sg,ನನಗೆ ಶೀಘ್ರವಾಗಿ ಈಶ್ವರನ ದರ್ಶನ ಮಾಡಿಸಿಕೊಡಿ .
9529,,"ನೀವು ಪಕ್ಷಪಾತ ಮಾಡುತ್ತೀರಿ , ನನ್ನ ಗುರುಬಂಧುಗಳಿಗೆ ಹೆಚ್ಚು ಜ್ಞಾನ ಕೊಡುತ್ತೀರಿ ."
9530,sg,"ಗುರುಗಳೇ , ಯಾವಾಗ ನಾನು ಉಸಿರಾಡುತ್ತೇನೆ ?"
9531,sg,"ಇಲ್ಲವಾದರೆ ಸಾಯುತ್ತೇನೆ , ಅಂತ ಅನಿಸಿತು ."
9532,sg,ನೀನು ಶ್ವಾಸಕ್ಕಾಗಿ ಹೇಗೆ ಚಡಪಡಿಸಿದೆ ಹಾಗೆಯೇ ಈಶ್ವರನ ದರ್ಶನಕ್ಕಾಗಿ ಚಡಪಡಿಸಲಿಲ್ಲಾ !
9533,sg,ಸಂದೇಹ ಒಂದು ವಿಘ್ನ ಇದೆ .
9534,sg,ಅದನ್ನು ದೂರ ಮಾಡು .
9535,,ನೀನು ಸರಿಯಾಗಿ ನಡೆಯುತ್ತಿಲ್ಲ .
9536,sg,ಅದಕ್ಕಾಗಿ ನನಗೆ ಪಲ್ಲಕಿಯಲ್ಲಿ ಕುಳಿತುಕೊಳ್ಳಲು ಕಷ್ಟ ಆಗುತ್ತಿದೆ .
9537,,ನೀನು ನನ್ನ ಶರೀರಕ್ಕೆ ಹೊಡೆಯಬಹುದು ಆದರೆ ಆತ್ಮಕ್ಕೆ ಅಲ್ಲ .
9538,sg,ಅದಕ್ಕಾಗಿ ನಾನು ಮೌನ ಆಗಿರುತ್ತೇನೆ .
9539,sg,"ರಾಜಾ ನಿನಗೆ ಕಲ್ಯಾಣ ಆಗಲಿ , ಕಪಿಲಮುನಿಗಳ ಆಶ್ರಮಕ್ಕೆ ಉಪದೇಶ ಕೇಳಲು ಹೊರಟಿರುವೆ ಅಹಂಕಾರವನ್ನು ತ್ಯಾಗ ಮಾಡು ."
9540,,ಅರೇ ನಮ್ಮ ವಿರುದ್ಧ ಮಾತಾನಾಡಿ ತೋರಿಸು ನಂತರ ನಾವು ನಿನ್ನನ್ನು ಏನು ಮಾಡುತ್ತೇವೆ ನೋಡು !
9541,sg,ಮಗನೇ ನೀನು ಮುಸಲ್ಮಾನ ಆಗು ನೀನು ಜೀವಂತವಾಗಿ ಉಳಿದರೆ ಜೀವಿಸುವುದಕ್ಕೆ ಏನಾದರೂ ಅರ್ಥ ಉಳಿಯಬಹುದು .
9542,,"ಮೃಕಂಡ , ನಿನಗೆ ಬೇಕಾದ ವರವನ್ನು ಕೇಳು ಅದನ್ನು ಅನುಗ್ರಹಿಸುವೆನು ."
9543,,"ನಿನಗೆ ನೂರು ವರ್ಷ ಆಯುಷ್ಯ ಉಳ್ಳ , ಅಶಿಸ್ತಿನ , ದುರ್ನಡತೆಯ ಮಗ ಬೇಕೋ ?"
9544,,"ಹದಿನಾರು ವರ್ಷ ಮಾತ್ರ ಬದುಕುವ ಒಳ್ಳೆಯ ಸ್ವಭಾವದ , ಶಿಸ್ತಿನ , ನನ್ನಲ್ಲಿ ಭಕ್ತಿ ಇರುವ ಬಾಲಕ ಬೇಕೋ ."
9545,,ನನಗೆ ತಮ್ಮಲ್ಲಿ ಭಕ್ತಿ ಇಟ್ಟು ಸದಾ ಪೂಜಿಸುವ ಮಗುವೇ ಬೇಕು ?
9546,,ಅವನು ಅಲ್ಪಾಯುಷಿ ಆದರೂ ಚಿಂತೆ ಇಲ್ಲ .
9547,,ನೀವು ಚಿಂತಿಸಬೇಡಿ .
9548,sg,ನಾನು ಶಿವನನ್ನು ಮೆಚ್ಚಿಸಿ ಅವನ ಅನುಗ್ರಹದಿಂದ ಯಮನನ್ನು ಜಯಿಸಿ ಹಿಂದಿರುಗುತ್ತೇನೆ .
9549,,ನಿಮ್ಮ ಆಶೀರ್ವಾದ ನನ್ನ ಮೇಲೆ ಇರಲಿ .
9550,,"ಮಗುವೇ ನೀನು ಯಮನಿಗೆ ಭಯಪಡದಿರು , ನಿನ್ನ ಪೂಜೆಯನ್ನು ಮುಂದುವರಿಸು ."
9551,sg,ಸ್ವಾಮಿ ಮಾರ್ಕಂಡೇಯನ ಬಳಿ ಹೋಗಲು ನಮಗೆ ತುಂಬಾ ಹೆದರಿಕೆ ಆಗುತ್ತಿದೆ .
9552,sg,ದಧೀಚಿ ಋಷಿಯ ಬೆನ್ನಿನ ಮೂಳೆಯಿಂದ ಆಯುಧವನ್ನು ಮಾಡಿದರೆ ಅದರಿಂದ ರಾಕ್ಷಸನನ್ನು ವಧಿಸಬಹುದು .
9553,pl,ನಾವು ನಿಮ್ಮ ಕಡೆ ಯಾಚಕರಾಗಿ ಬಂದಿದ್ದೇವೆ .
9554,,ವ್ರತ್ರಾಸುರ ಎಂಬ ರಾಕ್ಷಸನನ್ನು ಸಾಯಿಸಲು ನಮಗೆ ಒಂದು ಆಯುಧವನ್ನು ತಯಾರಿಸಬೇಕಾಗಿದೆ .
9555,,ಆ ಆಯುಧಕ್ಕಾಗಿ ನಿಮ್ಮ ಮೂಳೆಗಳು ಬೇಕಾಗಿದೆ .
9556,,ನಿಮ್ಮ ಸಹಾಯ ಇಲ್ಲದೆ ನಮಗೆ ಇದು ಸಾಧ್ಯ ಇಲ್ಲ .
9557,sg,"ಇವನಿಗಾಗಿ ಆಶ್ರಮದ ಬಾಗಿಲು ಮುಚ್ಚಿವೆ , ಇವನು ಇಲ್ಲಿಂದ ಹೊರಡಬೇಕು ."
9558,,ತನ್ನ ಮರಣವು ಮನುಷ್ಯನಿಂದ ಆಗಲಿ ಪ್ರಾಣಿಗಳಿಂದ ಆಗಲಿ ಬರಕೂಡದು .
9559,sg,ಹಗಲು ಅಥವಾ ರಾತ್ರಿಯಲ್ಲಿ ಬರಬಾರದು .
9560,sg,ಮನೆಯಲ್ಲಿ ಅಥವಾ ಮನೆಯ ಹೊರಗೆ ಬರಬಾರದು .
9561,,ಬೆಟ್ಟದ ಎತ್ತರದ ಭಾಗದಿಂದ ಆಳವಾದ ಕಂದಕದಲ್ಲಿ ಪ್ರಹ್ಲಾದನನ್ನು ನೂಕಿ ಹಾಗೂ ಹೀಗೆ ಮಾಡಿದ ನಂತರ ಬಂದು ನನಗೆ ತಿಳಿಸಿ .
9562,,ನಾನು ಕರ್ನಾಟಕದಲ್ಲಿ ಇದ್ದೀನಿ .
9563,sg,ನೀನು ನನ್ನನ್ನು ಪಂಢರಪುರಕ್ಕೆ ಕರೆದುಕೊಂಡು ಹೋಗಿ ನನ್ನ ಸ್ಥಾಪನೆಯನ್ನು ಮಾಡು .
9564,pl,ಈ ಮಾಲೆಯ ಯಾವ ಮಣಿಯಲ್ಲಿ ನನಗೆ ರಾಮನು ಕಾಣುತ್ತಾನೆ ಎಂದು ನೋಡುತ್ತಿದ್ದೆ .
9565,,ಯಾವ ಮಣಿಯಲ್ಲಿ ರಾಮನು ಕಾಣಲಿಲ್ಲವೊ ಅದನ್ನು ನಾನು ಒಡೆದುಹಾಕಿದೆ .
9566,sg,ನೋಡು ನನ್ನ ಬಳಿ ಬ್ರಹ್ಮಶಿರ ಎಂಬ ಮಹಾ ಅಸ್ತ್ರ ಇದೆ .
9567,,ಅದನ್ನು ನಿನ್ನ ಶತೃವಿನ ಮೇಲೆ ಪ್ರಯೋಗಿಸಿದರೆ ಅವನ ನಾಶ ನಿಶ್ಚಿತ .
9568,sg,ನಾನು ನಿನಗೆ ಈ ಅಸ್ತ್ರವನ್ನು ಕೊಡುತ್ತೇನೆ .
9569,sg,ನೀನು ನನಗೆ ನಿನ್ನ ಸುದರ್ಶನವನ್ನು ಕೊಡುವೆಯಾ ?
9570,sg,ಈ ವ್ಯಾಪರಕ್ಕೆ ಒಪ್ಪುವೆಯಾ ?
9571,,"ನಾನು ಕುಂಕುಮ ಯಾಕೆ ಹಚ್ಚುತ್ತೇನೆ ಎಂದರೆ , ಇದರಿಂದ ನಿನ್ನ ಸ್ವಾಮಿಯ ಅಂದರೆ ಶ್ರೀರಾಮನ ಆಯುಷ್ಯವು ಹೆಚ್ಚಾಗಲಿ ಎಂದು ."
9572,sg,ನಮಗೆ ಗೋವರ್ಧನ ಪರ್ವತದಿಂದ ಮಳೆ ಬರುತ್ತಿದೆ .
9573,,ಅದಕ್ಕಾಗಿ ನಾವು ಇನ್ನು ಮುಂದೆ ಇಂದ್ರದೇವನ ಪೂಜೆ ಮಾಡುವುದು ಬೇಡ .
9574,,ಗೋವರ್ಧನ ಪರ್ವತದ ಪೂಜೆ ಮಾಡೋಣ .
9575,pl,"ಅರೇ , ನಾವು ಯಾವ ಪರ್ವತವನ್ನು ಪೂಜಿಸಿದ್ದೇವೆಯೋ ಅವರೇ ನಮ್ಮ ರಕ್ಷಣೆಯನ್ನು ಮಾಡುವರು !"
9576,,ನಾವು ಎಲ್ಲರೂ ಸಂಘಟಿತರಾಗೋಣ .
9577,sg,"ಮಹಾಪ್ರಭೂ , ಒಂದು ದೊಡ್ಡ ಗಿಡುಗವು ನನ್ನನ್ನು ಹಿಡಿದು ತಿನ್ನಬೇಕು ಎಂದು ಅಟ್ಟಿಸಿಕೊಂಡು ಬರುತ್ತಿದೆ ."
9578,sg,ನಾನು ಪ್ರಾಣಭಯದಿಂದ ತತ್ತರಿಸಿ ಹೋಗಿದ್ದೇನೆ .
9579,sg,ಆದುದರಿಂದ ದಯಾಳು ಆದ ತಾವು ನನಗೆ ಆಶ್ರಯ ಕೊಟ್ಟು ನನ್ನನ್ನು ರಕ್ಷಿಸಿರಿ .
9580,sg,"ಎಲೈ ಗಿಡುಗನೇ , ನಾನು ಈ ಪಕ್ಷಿಗೆ ಅಭಯವನ್ನು ಇತ್ತಿದ್ದೇನೆ ."
9581,sg,"ಆದುದರಿಂದ ಏನೇ ಆದರೂ ಸರಿ , ಅದನ್ನು ನಿನಗೆ ಬಿಟ್ಟು ಕೊಡಲಾರೆ ."
9582,sg,"ಚಕ್ರವರ್ತಿಯೇ , ನೀನು ಧರ್ಮಾಚರಣೆಗೆ ಮತ್ತು ತ್ಯಾಗಕ್ಕೆ ಪ್ರಸಿದ್ಧ ಆಗಿರುವೆ ."
9583,,ನಿನ್ನ ಬಳಿಗೆ ಹಸಿದು ಬಂದಿರುವವರಿಗೆ ನ್ಯಾಯವಾಗಿ ಸಿಗಬೇಕಾದ ಆಹಾರವು ಸಿಗದಂತೆ ಮಾಡುವುದು ನ್ಯಾಯ ?
9584,sg,"ಎಲೈ ಗಿಡುಗನೇ , ನೀನು ಹಸಿದಿರುವೆ ಅಲ್ಲವೇ ?"
9585,sg,ನಿನ್ನ ಹಸಿವನ್ನು ನೀಗಿಸಿದರೆ ಆಯಿತು ಅಲ್ಲವೇ ?
9586,,ಅದಕ್ಕಾಗಿ ಬೇಕಾದಷ್ಟು ಮಾಂಸವನ್ನು ಕೊಡಿಸುವೆ .
9587,,ಸರಿ ನಡಿ .
9588,pl,ಹಾಗಿದ್ದರೆ ನಾವು ಮನೆ ಮನೆಗೆ ಹೋಗಿ ಭಿಕ್ಷೆ ಬೇಡೋಣ .
