objnum,sentences
,کاکا ، ذرا چندن کو بھیج دو نا ہمارے ساتھ ، آنولے توڑوانے ہیں ۔
,آنولے توڑنے کے لئے چندن ہی ہے کا ؟
,یہ عوامی اہمیت کے سوالات پر بہت موثر ڈھنگ سے لکھتا تھا ۔
,اسی ادارے نے پونا میں کانگریس بلانے کا فیصلہ کیا تھا ۔
,مہاراشٹر کے عوامی زندگی کے ایک قسم سے عادی مدیر جناب مہادیو گوند راناڈے بھی اس میں اور ` اندوپرکاش ` میں لکھتے تھے ۔
,کولہاپور کے دیوان کے خلاف ایک مضمون شائع کرنے پر جناب تلک اور جناب آگرکر کو سزا ہوئی اور بعد میں جب ۱۸۹۷ میں پونا میں پلیگ پھیلا اور کمشنر رینڈ کے مظالم ناقابل برداشت ہو گئے تو لوک مانیہ تلک نے ۴ مئی ، ۱۸۹۷ میں ایک مضمون لکھا تھا - ` بیماری تو بہانا ہے ، حقیقت میں سرکار لوگوں کی روح کو کچلنا چاہتی ہے ۔
,مسٹر رینڈ متشدد ہیں اور جو کچھ وہ کر رہے ہیں وہ سرکار کے حکم سے ہی کر رہے ہیں اسلئے حکومت کے پاس گذارش کرنا بیکار ہے ۔
,اس طرح کے مضامین کے بعد چاپیکر بھائیوں نے ۲۲ جون کو جناب رینڈ کا قتل کر دیا تھا ۔
,اس طرح ہم دیکھتے ہیں کہ جن لوگوں کو ہندوستانی قومی کانگریس کے پہلے دن آزادی کے کام میں نمائندوں کی فہرست میں اول مقام دیا گیا ہے وہ ہندوستانی اخبارات کے کچھ مدیر تھے ۔
,یہ بات صرف محترمہ اینی بیسنٹ نے ہی لکھی ہو ، ایسا نہیں ہے ۔
,لیکن ان مدیران اور اخبارات کا فقط موجود ہونا ہی کافی نہیں مانا گیا ۔
sg,پہلی کانگریس کی پہلی تجویز مدراس کے ' ہندو ' کے مدیر جی سبرمنیم ایّر نے پیش کیا تھا ، جس میں یہ مانگ کی گئی تھی کہ سرکار ہندوستانی انتظامیہ کی جانچ کے لئے ایک کمیشن مقرر کرے ۔
,محترمہ بیسنٹ نے ان کے متعلق کہا تھا کہ وہ مدراس کے لیڈروں میں سب سے بہادر اور دوراندیشی رکھنے والے رہنما تھے اور انھوں نے جس لائق ستائش تقریر کے ذریعہ اول تجاویز پیش کیا وہ بہت کچھ آج بھی اتنی ہی اہم ہےں ۔
sg,محترم مدن موہن مالویہ جنھوں نے ` دینک ہندوستان ` کی ادارت کی اور ہفتہ_وار اور روزنامہ ` ابھیودے ` اور دلی کے ہندوستان ٹائمس کو قومی روزنامہ کا خاکہ حاصل ہوا ۔
,پنڈت موتی لال نہرو ` لیڈر ` روزنامہ کے ڈائرکٹر کے پہلے صدر تھے اور ` لیڈر ` سے ضمانت مانگی گئی تھی تو انھوں نے کہا تھا کہ جب تک میرے گھر میں ایک بھی اینٹ ہے تب تک میں ` لیڈر ` کو مرنے نہیں دونگا ۔
,انھوں نے ` انڈپنڈنٹ ` روزنامہ کا قیام کیا ۔
,لالا لاجپت رائے کی ترغیب سے ` پنجابی ` ، ` وندےماترم ` اور ` پیپُل ` نام کے تین روزنامے لاہور سے نکلے ۔
,جہاں تک انقلابی تحریک کا تعلق ہے ، ہندوستان کی انقلابی تحریک بندوق اور بم کے ساتھ نہیں ، اخبارات سے شروع ہوئ ۔
,جن میں کچھ نام نہایت فخریہ ہیں ۔
,خود ` غدر ` اخبار اپنے آپ میں انقلاب کا بڑا سفیر تھا ۔
,یہ ایک برس کے عہد میں ہی ہندی ، اردو ، پنجابی ، گجراتی ، مراٹھی اور انگریزی میں نکلنے لگا اور کل_ملاکر اس کی لاکھوں کاپیاں چھپتی تھیں اور ہندوستان کے باہر جہاں - جہاں ہندوستانی تھے ، ان کو بھیجی جاتی تھیں ۔
,غیرممالک میں اخبارات کے ذریعہ ہندوستانی آزادی کے لئے کوششوں کی تاریخ کافی پرانی ہے ۔
,ہندوستانی قومی کانگریس نے اپنی ابتدا سے ہی برطانیہ میں کانگریس کی ایک شاخ قائم کی ، جس کی جانب سے ` انڈیا ` نام کا ایک اخبار شائع ہوتا تھا اور اس کا خرچ کانگریس کی جانب سے دیا جاتا تھا ۔
sg,` یگانتر ` کے بعد ہندستان میں ` وندےماترم ` اخبار نے قومی تحریک میں بڑا رول نبھایا ۔
,اس کا قیام جناب سبودھ چند ملک ، دیش بندھو چترنجنداس اور بپن چندرپال نے ۶ اگست ۱۹۰۶ کو جناب اروند گھوش کی ادارت میں کیا تھی ۔
,جہاں تک ہندی اخبارات کا تعلق ہے ، آغاز میں جو اخبار کلکتہ سے نکلے ، انھیں سرکاری امداد کی توقع رہتی تھی لیکن اس نظر سے سب سے اہم رول بھارتیندو ہریش چندر کا تھا ، جنھوں نے ۱۸۶۸ میں ` کویوچن سُدھا ` نامی شاعری کا ایک رسالہ نکالا مگر بعد میں اس میں نثر بھی شامل ہوتی رہی ۔
sg,۱۸۸۵ میں کالاکانکر سے راجا رام پال سنگھ نے ` ہندوستان ` اخبار نکالا جس کے پہلے مدیر جناب مدن موہن مالویہ تھے ۔
,وہ جناب بال کرشن بھٹّ کی روایت کے تھے اور انھوں نے نہ صرف ` ہندوستھان ` کے ذریعہ بلکہ بعد میں دیگر اخبارات کے ذریعہ جن کا ہم ذکر کر چکے ہیں قومی تحریک کو بڑھایا ۔
,کلکتہ کا ایک مشہور ہندی اخبار ` بھارت مِتر ` تھا ، جو مئی ، ۱۸۷۸ کو پندرہ روزہ اخبار کے بطور نکلا ۔
,بعد میں یہ روزنامہ ہو گیا اور اس اخبار نے قومی تحریک میں بہت بڑا تعاون کیا ۔
,پنڈت سندرلال نے الہ_آباد سے ` کرم یوگی ` ہفتہ_وار نکالا جو شدید نظریے کا اخبار تھا اور جس میں اروند گھوش کے ` کرم یوگی ` اور لوک مانیہ تلک کے ` کیسری ` میں شائع مضامین بھی چھپتے تھے ۔
,بہت جلد ہی اس کی اشاعتی تعداد دس ہزار ہو گئی اور اس سے تنگ آ کر حکومتِ ہند نے ۱۹۰۸ اور ۱۹۱۰ کے آمرانہ قانون کے تحت اسے بند کرا دیا ۔
sg,جناب سندرلال جی کی ترغیب اور تعاون سے جناب شیونارائن بھٹناگر نے اردو کا ` سوراج ` اخبار نکالا جس کے نو مدیر کو ملک غدّاری کے تحت سزا ہوئی اور ایک کے بعد ایک جیل بھیجے گئے کئی کو کالے پانی کی سزا ہوئی ۔
,لاہور میں جناب خوشحال چند کھُرسند نے ` ملاپ ` اور جناب کرشن نے اردو اخبارات کی اشاعت کی اور یہ اخبار بھی قومی تحریک کے مبلغ رہے ۔
,پنجاب میں اخبارات کی روایت کافی پرانی رہی ہے ۔
sg,۱۸۸۱ میں سردار دیال سنگھ مجیٹحیا نے جناب سریندرناتھ بنرجی کے مشورے سے جناب شیتلاکانت چٹرجی کی ادارت میں انگریزی اخبار ` ٹربیون ` کی اشاعت شروع کی ۔
,کچھ دنوں تک جناب بپن چند پال نے بھی اس اخبار میں ادارت کی اور بعد میں ۱۹۱۷ میں جناب کالیناتھ رائے ، جو پہلے ` بنگالی ` اخبار میں کام کر رہے تھے اور جو ۱۹۱۱ میں لالا لاجپت رائے کے ` پنجابی ` اخبار کے مدیر ہوئے تھے اس کے مدیر ہو گئے اور دسمبر ۱۹۴۵ تک اس کے مدیر رہے ۔
,ہندستان کا کوئی صوبہ ایسا نہیں تھا جس نے قومیت کی تبلیغ کرنے والے اخبارات اور صحافیوں کو جنم نہ دیا ہو ۔
,بمبئی سے ` بامبے کرانیکل ` تو نکلا ہی ، اس کے ہی ، مدیر جناب بی جی ہارنیمین نے ` بامبے کرانیکل ` کو شدید قومیت کا ایک پرزور اخبار بنا دیا ۔
,بہار کے قومی اخبارات میں جناب سچّدانند سنہا کے ذریعہ قائم ` سرچ لائٹ ` اخبار جناب مرلی منوہر سنہا کی ادارت میں قومی تحریک کے بڑے حامی رہے ۔
,بہار کے ہندی اخبارات میں جناب دیوورت شاستری کے ذریعہ قائم ` نوشکتی ` اور راشٹروانی ` ہندستانی تحریک کے اخبار رہے ۔
,` ہفتہ_وار یوگی ` اور ` ہنکار ` نے بھی عوامی بیداری میں تعاون دیا ۔
,تحریک آزادی میں صحافیوں کے تعاون کی تاریخ دراصل تحریک آزادی کی تاریخ ہے کیونکہ یا تو اخبار کا مدیر خود آزادی کا رہنما ہو گیا تھا یا رہنما نے اپنے خیالات کو ظاہر کرنے کے لئے اخبار نکالنا لازمی سمجھا ۔
,تحریک آزادی کے دور میں ہی ۸ جون ، ۱۸۵۴ کو کلکتہ سے بابو شیام سندر سین نے ہندی کا پہلا روزنامہ اخبار ` سماچار سدھارورشن ` شائع کیا ۔
,شمار میں یہ تاریخ ۹ جون نکلتی ہے ۔
,یہ ایک ذولسانی اخبار تھا جس میں بنگلہ اور ہندی زبان میں مضمون شائع کئے جاتے تھے ۔
,لیکن عنوان سے ہی پتہ چل جاتا ہے کہ ہندی کو کافی اہمیت دی جاتی تھی ۔
sg,` سماچار سدھاورشن ` کی اشاعت جب شروع ہوئی تب تک ہندستان میں صحافت ۷۵ برس کے تجربے سے متمول ہو چکی تھی ۔
,کولکاتا اس کا منبع اور اہم مرکز تھا ۔
,اگرچہ روزنامہ اخبارات تو اس وقت انگلیوں پر گنے جا سکنے لائق ہی تھے لیکن تب تک ملک کے مختلف مقامات سے الگ الگ زبانوں میں بیسیوں ہفتہ_وار ` پندرہ روزہ ` ماہانہ اخبارات نکل رہے تھے ۔
sg,سماج کو خواندہ ، مطّلع اور راغب کرنے کا رول نبھا رہے تھے ۔
pl,عیسائی مذہب کی تبلیغ اور اس کے انتقام کے عہد سے باہر نکل کر اخبارات و رسائل اور سائنس کے تئیں بیداری ، سماجی اصلاح ، معاشی ترقی اور سیاسی حقوق کے معاملے اٹھانے لگے تھے ۔
pl,سیاستداں کبھی خیالات کی بنیاد پر کبھی آزادی کی بنیاد پر کبھی فرقہ_پرستی کی بنیاد پر اور کبھی لالچ کے بل پر صحافیوں کو متاثر کرتے ہیں ۔
,ایک کہاوت ہے ، ` ذمہ_داری کے جذبہ سے خالی قوت فقط طوائفوں کے پاس ہوتی ہے ۔ `
sg,کئی ناقدین نے صحافیوں کا مقابلہ بھی اس قسم کی طوائف سے کیا ہے ۔
,صحافیوں پر الزام لگتا ہے کہ ان کے پاس عدم_ذمہ_داری کے جذبے کی قوت یکجا ہے ۔
,کیونکہ طوائف اور صحافی دونوں ہی ان ہوادانوں کے مانند ہیں جن سے جذبات باہر نکل جاتے ہیں ۔
,یہ جذبات جنھیں اگر اندر رہنے دیا جائے تو بعد میں سماج میں بھیانک انتقام کے روپ میں ظاہر ہوتے ہیں ۔
,لیکن اس طرح کا تقابل ایک حد تک ہی مناسب ہے ۔
,ایک مثال دی جا سکتی ہے ، اگر کوئی اپوزیشن کی طرح سوچتا ہے تو اس کے گھر کے سامنے پڑے کوڑے کے ڈھیر کو ہٹانے کی ذمہ_داری سرکار پر ہے ۔
,اگر کوئی ذہین قسم کا بیدار شہری ہے تو کوڑے کو ہٹانے کی ذمہ_داری اخبار کی ہے ۔
,یعنی اس ڈھیر کو ایک معاملہ بنائےں اور اخلاقی اور شہری سوال کھڑا کر کے اسے ہٹوائےں کیونکہ وہ مانتا ہے کہ اخبار لوگوں تک خبر بھی پہنچاتا ہے اور خیال بھی ۔
,اخبار ذاتی پسند کا دائرہ بھی پورا کرتا ہے اور سماجی ذمہ_داری نبھانے کی توقع بھی اس سے کی جاتی ہے ۔
,ایک بہتر اخبار یا رسالہ جس کا اپنے زمانے کے سروکاروں کے ساتھ رشتہ ہوتا ہے ، اپنے آپ میں عوام کا ایک غیراعلانیہ اسٹیج بن جاتا ہے ۔
,وہ کوشش کرتا ہے کہ نکتہ_چینیوں کو عوام کے نظریے سے رکھ سکے ۔
,اس عوام کے نظریے کو جس کے پاس نظریاتی طور پر حق تو ہے لیکن عملی سطح پر اسے ان حقوق کے استعمال کی مناسبت نہیں دیتا ، اخبار اپنے دائرے میں سماجی زندگی کے ذہنی علاقے میں مداخلت کر کے اس کے فیصلوں ، جوانب اور حالات کو متاثر کرتا ہے ۔
,اظہار رائے کی آزادی کا استعمال اخلاقیات اور توازن کے دائرے میں ہونا لازمی ہے ۔
pl,سب کو جاننے اور پرکھنے کے حقوق کا جتنا رشتہ قانون سے ہے اس سے کہیں زیادہ رشتہ انسانی سروکاروں سے ہوتا ہے ۔
,ایک صحتمند صحافت کی سب سے بڑی شرطیں انسانی سروکار اور انسانی اقدار ہیں ۔
,اخبار اپنے نظریے میں مخالف ہو سکتا ہے ، لیکن ہمیشہ سرکار یا نظام کے سامنے کھڑا اپوزیشن نہیں ۔
