,gender,sentences
2069,,سنگین قحط_سالی ہونے پر خبروں کے آخر میں ایک کہانی چلا دی جاتی ہے لیکن قحط کے لئے بن رہے حالات پر مسلسل کام نہیں ہوتا ۔
2070,,امریکہ میں ۳ - ۴ سو ٹی_وی چینل قائم ہو گئے ہیں لیکن اخباروں کا وجود اب بھی بنا ہوا ہے ۔
2071,,یہی نہیں ، نئے اخبار بھی پیدا ہوئے ہیں ۔
2072,f,ان کی اشاعتی تعداد بھی بڑھتی ہے ۔
2073,,ہندوستان میں الکٹرانک اخبارات میڈیم نے سماج پر بھی اثر ڈالا ہے زبان کے ساتھ سب سے زیادہ ناانصافی کی ہے ۔
2074,,برطانیہ اور فرانس ہمسایہ ہیں لیکن اس کے بعد بھی ایسا نہیں ہوتا کہ برطانیہ میں جو پروگرام نشر ہوتے ہیں اس میں فرانسیسی یا جرمنی الفاظ کی بھرمار ہو ۔
2075,,اسی طرح اگر فرانس میں کوئی پروگرام فرانسیسی میں پیش کیا جاتا ہے تو اس میں دیگر زبانوں کے لفظ نہیں ملتے ہیں ۔
2076,m,بول_چال میں زبان کے نام پر ایک ایسی کھچڑی زبان کا استعمال کیا جا رہا ہے جسے نہ ہندی والے ٹھیک سے سمجھ سکتے ہیں اور نہ ہی انگریزی والے ۔
2077,any,الکٹرانک اخبار میڈیم ایک طاقتور وسیلہ ہے ۔
2078,any,جنھیں ابھی پڑھنا نہیں آتا یا جو ابھی خواندہ بھی نہیں ہیں وہ بھی <fs رابطہ میں آتے ہیں ۔
2079,m,ایک وقت ایسا تھا کہ لوگ اخباروں سے زبان سیکھتے تھے اب بھی سیکھتے ہیں ۔
2080,any,پھر ہندستان میں صحافت کا فروغ ہوا تو ہندی کے اخباروں نے کوشش کی کہ ان میں زبان کا استعمال ہو جو لوگ سمجھیں ۔
2081,,لیکن اخبار کے وسیلے سے زبان کے ساتھ جس طرح کا کھلواڑ پچھلے برسوں کے دوران دیکھنے کو ملا ہے وہ تشویش کا موضوع ہے ۔
2082,m,ہم ایسی زبان ، ایک ایسی ثقافت بنا رہے ہیں جس کا اس ملک سے کوئی سروکار نہیں ہوگا ۔
2083,,ثقافتی زبان کا استعمال ان میڈیم سے ہو اس حق میں تو کوئی بھی نہیں ہے ۔
2084,any,پیشہ_ور صحافی اس بات کے حامی ہیں کہ بول_چال کی زبان کا استعمال ہونا چاہیئے ۔
2085,m,سرکار میں جس طرح کی ترجمہ_شدہ ٹھیٹ ہندی کا استعمال ہوتا ہے وہ اتنی دقیق ہوتی ہے کہ کسی کو سمجھ میں نہیں آ سکتی ۔
2086,any,مکّے کی کاشت کو کارن کی کاشت بولنے کا کیا فائدہ ہے ۔
2087,m,کئی مرتبہ زبان کا استعمال مزاحیہ ڈھنگ سے ہوتا ہے ۔
2088,any,جیسے ٹوٹے ہوئے دل کی بات کرتے وقت بروکن ہرٹ سے کہی گئی بات کا ذکر ہو ۔
2089,,بلینک چیک کا استعمال کئی طرح سے ہو سکتا ہے لیکن ہندی میں اس کے مطلب کا بےمطلب ہو سکتا ہے ۔
2090,any,سیریل پروگراموں میں پھوہڑ زبان کا استعمال ہونے پر کوئی قابو نہیں ہے ۔
2091,,امریکہ میں اگر کوئی ایسا پروگرام دکھایا جائے ، جس سے کسی کا بچہ بگڑ کر اسکول چھوڑ کر گھر آ جائے تو اس پر لوگ عدالت میں چلے جائینگے اور لاکھوں ڈالر کا ہرجانہ بھی مانگینگے ۔
2092,any,جو باہر کے اچھے لفظ ہیں ہم ان کا استعمال کر سکیں ان الفاظ کو اپنے ساتھ لے سکیں لیکن اس کا یہ مطلب قطعی نہیں کہ ہم پوری طرح سے اپنی زبان کو تباہ کر دیں اور اسے اتنا خراب کر دیں کہ آنے والی نسل ہمیں کبھی معاف نہ کرے ۔
2093,f,الکٹرانک میڈیا نے ہمیں بدتہذیبی دی ہے ۔
2094,,ہمارے بچوں کو ہم سے بیگانہ کیا ہے ان کو گلوبل بنا دیا ہے ۔
2095,any,اس کے سبب خاندان ٹوٹ رہے ہیں ۔
2096,m,لیکن جب مغربی آدرش کے مطابق فروغ ہوگا تو ایسی تو ایسے حالات یقینی روپ سے بنینگے ۔
2097,f,پہلے ہندوستانی فلموں میں آدرش خاندان کی کہانیاں ہوتی تھیں ۔
2098,m,اس میں آخر شادی کے ادارے کو قائم آدرش کے روپ میں پیش کیا جاتا تھا ۔
2099,any,اب ہندوستان میں پیش ہونے والے بیشتر سیریلوں کا اہم نقطہ شادیوں کا ٹوٹنا ہی رہ گیا ہے ۔
2100,any,ایک تلخ حقیقت یہ بھی ہے کہ ہندستان میں نوکرشاہی کا رول مسلسل خطرناک ہوتا چلا گیا ہے ۔
2101,m,دو فیصد انگریزی بولنے والا یہ طبقہ جمہوریت سے نفرت کرتا ہے ۔
2102,m,عوامی نمائندگان کو یہ غیرذمہ_دار اور ناخواندہ مانتا ہے ۔
2103,m,حقیقت میں نوکرشاہی برطانوی حکومت کے انتظام بنائے رکھنا چاہتی ہے ۔
2104,m,ہمارا ملک تقریری روایت کا ملک رہا ہے ۔
2105,,"ہم لکھنے پر اعتماد کم کرتے ہیں , بولنے پر زیادہ NULL ۔"
2106,m,ہمارے یہاں بیشتر رزمیہ بول کر لکھے گئے ہیں ۔
2107,,مغربی ممالک پر جب الکٹرانک میڈیا کا حملہ ہوا تو کم و بیش اس سماج میں تعلیم کی ایک سطح تھی اور لوگ کم سے کم ۹۰ فیصد اور کہیں کہیں صد فیصد خواندہ تھے ۔
2108,f,وہاں جب اس کا حملہ ہوا تو اس کی برائیاں سماج نے جھیل لیں ۔
2109,any,ہندوستان میں تو ناخواندگی کی سطح اب بھی ۴۰ - ۵۰ فیصد تک ہے ۔
2110,,اب الکٹرانک میڈیا کا بیجا استعمال ہو تو اس کا نقصان سماج پر کیوں نہیں ہوگا ۔
2111,m,باؤجی ٹھیک کہتے ہیں میں جھوٹا ہوں ، دھوکہ_باز ہوں ۔
2112,,تو کیا ہوا اگر میں نے جھوٹ تمھیں پانے کے لئے کہا تھا -
2113,m,جھوٹ تو آخر جھوٹ ہوتا ہے ۔
2114,,یہ لیجئے باؤجی آپ کی امانت ، باؤجی میں یہاں کسی کا دل توڑنے نہیں آیا تھا ۔
2115,,میں تو دل جیتنے آیا تھا پر شاید مجھ میں ہی کچھ کمی ہوگی کہ آپ کا دل پوری طرح جیت نہیں پایا ۔
2116,,مجھے جانے دیجئے باؤجی ، پلیز مجھے جانے دیجئے ۔
2117,any,باؤجی راج میری زندگی ہے -
2118,any,میں اس کے بغیر نہیں رہ سکتی باؤجی ،
2119,any,باؤجی مجھے میرے راج کے پاس جانے دیجئے ۔
2120,,جا سمرن جا ، اس لڑکے سے زیادہ پیار تجھے اور کوئی نہیں کر سکتا ۔
2121,,جا بیٹا جا ، اپنے راج کے پاس جا ، جا سمرن جا جی لے اپنی زندگی ۔
2122,,پانی بھرتے بھرتے تو جان چلی جاتی ہے ۔
2123,any,ہمارے پھوپھا تو پھوپھی سے کہہ رہے تھے کہ اب کے بار جب فصل کٹے گی نا ، تو ٹیوبویل لگوا لینگے ، پھر دیکھنا پانی بھرنے کی کوئی تکلیف نہ ہوگی ۔
2124,any,ارے ، جب تمھارے دروازے پر ٹیوبویل لگ جائیگا تو جب جی میں آئے پانی بھر لینا ، لیکن ابھی تو بالٹی کھینچو ، ہمیں بھی تو پانی بھرنا ہے ۔
2125,f,ارے تو غصّہ ہم پر کیوں ہوتی ہو ، کیا ہم نے تمھاری بالٹی نیچے گرا دی ، خود ہی تو جھٹکا مار کر نیچے گرا دی ۔
2126,any,کیسی نیند ہے تمھاری ، کتنی دیر سے بلا رہی ہیں سنائی بھی نہیں دیتا کیا ؟
2127,f,ارے سنائی تو دیا ، لیکن ہمیں کا معلوم کہ تم ہمیں بلا رہی ہو ۔
2128,any,ہمیں لگا ہم خواب دیکھ رہے ہیں اور خواب میں ہی بلا رہا ہے ۔
2129,any,سویرے سویرے آ گئی پریشان کرنے ، کانٹا لے کر چلو ۔
2130,,جب بھی کوئی ایسی بات ہوتی ہے تو بیچاری چندن کو بلانے آ جاتی ہے ، جا نکال دے اس کی بالٹی ۔
2131,,چندن ، آؤ ، کھانا کھا لو ۔
2132,,ارے سویرے سے کچھ نہیں کھایا ، بھوک سہوگے ۔
2133,,سویرے سے ایسے ہی لیٹے پڑے ہوئے ہیں ، اپنا علاج چلائے جا رہے ہیں ، فائدہ رتّی بھر نہیں ۔
2134,,ہم تو آج کی رات دیکھ لیتے ہیں ، نہیں تو کل سویرے چوبےپور کے ویدجی کو بلو کے دکھا دینگے ۔
2135,,کھلاؤ ساری کمائی ویدوں حکیموں کو ، چار دن دیکھ لے ذرا صبر کر لو ۔
2136,,ارے بھلے مانس ! دو چار پیسہ نہ خرچ ہو جائے ، اس کے لئے تم خود حیران ہو رہے ہو اور بچوں کو بھی پریشان کر رہے ہو ۔
2137,m,اومکار ! تم میری مانو تو کل ویدجی کو بلا لو ، سمجھے ؟
2138,any,یہ ویدجی کا گھر کدھر ہے ؟
2139,,چوبےپور میں رہتی ہو اور ویدجی کا گھر نہیں معلوم ۔
2140,,ارے بھیا ، جیسا بتایا تھا ویسا آ گئے ، اب راستہ ہی غلط بتا دئے ، تو اور بات ہے ۔
2141,any,اے بھائی ، گھر میں گھس کر گھر کا پتہ پوچھا جاتا ہے کا ؟
2142,,چلو ، باہر چلو ۔
2143,,جاتے ہیں بھیّا ، ذرا مہربانی کر کے ویدجی کے گھر کا پتہ بتا دو ۔
2144,,تھوڑا ٹھہرنا پڑیگا ، تم یہاں بیٹھو ، ہم ابھی تیار ہو کر آتے ہیں ۔
2145,f,ارے ، کہاں گئی ناؤ ؟
2146,m,ہم تو یہیں چھوڑ کر گئے تھے ۔
2147,any,آپ کے چوبےپور کی لڑکیاں جو نہ کریں ، سو تھوڑا ہے ۔
2148,any,ہم جب یہاں آئے نہ ، تو وہ سب یہاں برتن مانج رہی تھیں ،
2149,any,انھوں نے ہی ٹھیل دی ہوگی ۔
2150,,ان میں سے ایک آپ کی لڑکی بھی تھی ، پوچھ لیجئےگا ۔
2151,,سچ پوچھئے تیواری جی تو بیماری آپ کی پرانی ہے ، آپ نے پہلے سے دھیان نہیں دیا اسلئے بگڑ گئی ۔
2152,m,اب پوری طرح ٹھیک ہونے میں وقت لگیگا ۔
2153,m,عمر بڑھنے کے ساتھ ساتھ آدمی کو کھانے پینے میں تناسب برتنا چاہیئے ۔
2154,m,اجی ! دام کی فکر آپ کیوں کرتے ہیں ؟
2155,,آپ جس میں خوش ہو وہی ہوگا ، لیکن ہم جیسے کہیں ویسے ہی چلئے ، دوا کھائیے ، اصول و احتیاط سے رہیئے ۔
2156,,لیکن ویدجی ، آپ نے تو کہا تھا کہ ٹھیک ہونے میں کافی وقت لگ جائیگا ۔
2157,m,تین دن کے بعد آ کر ہمیں حال بتانا ۔
2158,f,گنجا وہ جو چندن سویرے ہم کو لینے آیا تھا ، اس کی ناؤ بہائی ؟
2159,,خیر ، اب دوبارہ کبھی آئے تو اس سے جھگڑا مت کرنا ، ٹھیک سے بات کرنا ۔
2160,f,بات کرنے کی بھی کا پڑی ہے ہم کو ؟
2161,f,ہم کیا سب سے جھگڑا کرتی پھرتی ہے کا ؟
2162,any,کاکا ، کیسی طبیعت ہے تمھاری ؟
2163,any,کاکا ، ذرا چندن کو بھیج دو نا ہمارے ساتھ ، آنولے توڑوانے ہیں ۔
2164,any,آنولے توڑنے کے لئے چندن ہی ہے کا ؟
2165,m,یہ عوامی اہمیت کے سوالات پر بہت موثر ڈھنگ سے لکھتا تھا ۔
2166,,اسی ادارے نے پونا میں کانگریس بلانے کا فیصلہ کیا تھا ۔
2167,m,مہاراشٹر کے عوامی زندگی کے ایک قسم سے عادی مدیر جناب مہادیو گوند راناڈے بھی اس میں اور ` اندوپرکاش ` میں لکھتے تھے ۔
2168,,کولہاپور کے دیوان کے خلاف ایک مضمون شائع کرنے پر جناب تلک اور جناب آگرکر کو سزا ہوئی اور بعد میں جب ۱۸۹۷ میں پونا میں پلیگ پھیلا اور کمشنر رینڈ کے مظالم ناقابل برداشت ہو گئے تو لوک مانیہ تلک نے ۴ مئی ، ۱۸۹۷ میں ایک مضمون لکھا تھا - ` بیماری تو بہانا ہے ، حقیقت میں سرکار لوگوں کی روح کو کچلنا چاہتی ہے ۔
2169,,مسٹر رینڈ متشدد ہیں اور جو کچھ وہ کر رہے ہیں وہ سرکار کے حکم سے ہی کر رہے ہیں اسلئے حکومت کے پاس گذارش کرنا بیکار ہے ۔
2170,any,اس طرح کے مضامین کے بعد چاپیکر بھائیوں نے ۲۲ جون کو جناب رینڈ کا قتل کر دیا تھا ۔
2171,any,اس طرح ہم دیکھتے ہیں کہ جن لوگوں کو ہندوستانی قومی کانگریس کے پہلے دن آزادی کے کام میں نمائندوں کی فہرست میں اول مقام دیا گیا ہے وہ ہندوستانی اخبارات کے کچھ مدیر تھے ۔
2172,any,یہ بات صرف محترمہ اینی بیسنٹ نے ہی لکھی ہو ، ایسا نہیں ہے ۔
2173,,لیکن ان مدیران اور اخبارات کا فقط موجود ہونا ہی کافی نہیں مانا گیا ۔
2174,,پہلی کانگریس کی پہلی تجویز مدراس کے ' ہندو ' کے مدیر جی سبرمنیم ایّر نے پیش کیا تھا ، جس میں یہ مانگ کی گئی تھی کہ سرکار ہندوستانی انتظامیہ کی جانچ کے لئے ایک کمیشن مقرر کرے ۔
