,person,sentences
2849,2,పిడికెడు అయినా ఎవరిని అడిగి వేశావు .
2850,3,కొంచెం దూరం నడిచాడు .
2851,any,అందుకే ఆగలేదు .
2852,3,బావి నీడకు చేరాడు .
2853,3,అలసటతో పడుకున్నాడు .
2854,3,మంచి కునుకు తీశాడు .
2855,3,లేచేసరికి సాయంకాలం అయింది .
2856,any,నాకు తెలియకుండా ఏ పనీ చేయకూడదు .
2857,3,గబగబా లేచాడు .
2858,3,ఇంటికి బయలుదేరాడు .
2859,any,ఇంటికి చేరాలంటే చాలా దూరం నడవాలి .
2860,any,కానీ నడవలేక పోయాడు .
2861,3,ఇంతలో చీకటి పడింది .
2862,any,చీకటి పడకముందే ఇంటికి చేరలేదు .
2863,3,షావుకారు ఓడిపోయాడు .
2864,any,ఎడమచేత కాకినికూడా తోలకూడదు .
2865,3,కాకాసాహేబ్ ఆయన బాధను చూసి అడిగారు .
2866,3,ఆయన వెంటనే తన పెన్సిల్ ఇవ్వబోయారు .
2867,,""" వద్దండీ వద్దు ."
2868,3,కాకాసాహేబ్ ఇలా అన్నారు .
2869,2,"అయితే "" ప్రస్తుతానికి ఇది ఉంచండి ."
2870,any,తరువాత నేను మీ పెన్సిల్ వెదికి పెడతాను .
2871,3,మీకు ఆ సంగతి తెలియదు .
2872,3,వాడు దాన్ని నాకు ప్రేమతో ఇచ్చాడు .
2873,,సహించగలనా ?
2874,3,ఆయన గాంధీజీతో కలిసి ఆ పెన్సిల్ ముక్క వెదకడం మొదలుపెట్టారు .
2875,3,ఎలాగైతేనేం చివరకు ఆ చిన్న పెన్సిల్ ముక్క దొరకనే దొరికింది .
2876,3,ఒకసారి బడికి ఇన్స్పెక్టర్ వచ్చాడు .
2877,,ఆయన ఇంగ్లీషు దొర NULL .
2878,3,మోహన్ నాలుగు మాటలు వ్రాసాడు .
2879,3,ఐనా మోహన్ అలాగే చలనం లేకుండా కూర్చున్నాడు .
2880,3,మొహన్ నాలుగే వ్రాసినాడు .
2881,,ఇన్స్పెక్టరుగారు వెళ్ళిపోయినారు .
2882,3,రాముడే నిన్ను రక్షిస్తాడు .
2883,any,ఐనా దుఃఖం రాలేదు .
2884,3,ఆ రోజు మోహన్ మనస్సులో భయం పారిపోయింది .
2885,,ఎటువంటి కఠోరమైన శిక్షఇది .
2886,,పాపం పసివాడు .
2887,,చిమ్మచీకటి .
2888,,అది శిలాక్షరమే NULL .
2889,2,దానికి తిరుగు లేదు .
2890,,బాపూ మనస్సు పూవు మెత్తనైనది .
2891,any,గాంధీజీ అప్పుడే ఆఫ్రికా తిరిగి వచ్చారు .
2892,,ఆయన ఎక్కడకు వెళ్లినా ఆ రాతిముక్కను తనతో తప్పకుండా తీసుకువెళ్ళేవారు .
2893,3,గాంధీజీ ఒకనాడు ఒక గ్రామం చేరుకున్నాడు .
2894,3,"ఆయన స్నానానికి ఏర్పాట్లు చేసేటప్పుడు , అక్కడ ఆ రాతిముక్క లేదన్న సంగతిని మనూ గమనించింది ."
2895,any,ఎక్కడా కనపడలేదు .
2896,any,""" బహుశా అది నిన్న మనం మకాం చేసిన వాళ్లింట్లో ఉండి ఉంటుంది ."
2897,,నేను చాలా చాలా బీదవాణ్ణి NULL .
2898,3,"చేయమంటారు ? "" అని అడిగింది ."
2899,2,""" నువ్వు స్వయంగా ఆ ఊరు వెళ్లి ఆ ఇంట్లో ఆ రాతిముక్కను వెతికి పట్టకు రా ! నువ్వొకత్తివే వెళ్లు ."
2900,3,ఒంటరిగా వెళ్లడానికి భయం వేస్తున్నదని చెప్పలేకపోయింది .
2901,any,"చొక్కా డబ్బు ఎక్కడనుంచి తేను ? "" ఆ మాట విని ఆ బాలుడి మనస్సు కరిగి పోయింది ."
2902,any,అప్పటి ఆమె ఒంటరిగా ఎక్కడికీ వెళ్లలేదు .
2903,3,వాడు అన్నాడు .
2904,any,""" మా అమ్మకి కుట్టు పని బాగా వచ్చు ."
2905,,చూడండి .
2906,,నా బట్టలు అన్నీ ఆవిడే కుట్టుతుంది .
2907,any,నేను మా అమ్మతో చెప్పి ఆమే మీకొక చొక్కా కుట్టించి పెడతాను .
2908,,భలేవాడివే ?
2909,3,విని పిల్లవాడు ఆలోచనలో పడ్డాడు .
2910,3,"వీళ్లందరికీ చొక్కాలే లేనప్పుడు , ఆయన ఎలా తొడుగుకుంటాడు ?"
2911,,ఆయన అందరి పెద్దవాడు NULL .
2912,,అందరికీ బాపూ అయినవాడూను .
2913,3,అప్పుడు ఆ అమాయకపు బాలుడికి అర్ధమైంది .
2914,3,కాబట్టి ఒక చొక్కాతో ఆయనకు ఏమి అవుతుంది ! అనుకున్నాడు .
2915,3,మాటల మధ్య బాపూ ఇలా అన్నారు .
