 depth,sentences
4,హస్తినాపురంలో ప్రక్షాలన మరియు పూజార్చన సమయం ఉదయం ఎనిమిది గంటల సాయంత్రం ఐదు గంటల మరియు దిగంబర జైనదేవాలయంలో పూజచేసే సమయం ఉదయం ఏడు గంటలకు ప్రారంభమవుతుంది .
2,దీనిని వారు స్వీకరించారు .
3,హస్తినాపురంలో భగవంతుడు అతని ప్రవచనాలతో ఆరుగురు పెద్ద రాజులను జైన మత అనుయాయులుగా తయారు చేశాడు .
2,భారతదేశంలో మొత్తం 12 మంది చక్రవర్తులు ఉన్నారు .
3,భారతదేశంలో మొత్తం 12 మంది చక్రవర్తులలో ఆరు మంది చక్రవర్తుల జన్మస్థలం హస్తినాపురం .
4,హస్తినాపురం కౌరవులకు మరియు పాండవులకు రాజధానిగా ఉన్నది .
2,బాహుబలి పోదన్పురాన్ని పరిపాలించాడు .
4,అప్పుడు అతని కుమారుడు సోమయశుడు హస్తినాపురంలో .
4,బాహుబలి చిన్న తమ్ముడు శ్రేయాంష కుమారుడు ఆదినాథ్ భగవంతునికి పాదాభిషేకం చేశాడు .
3,శ్రేయాంష కుమారుని గుర్తుగా రత్న స్తంభాన్ని నిర్మించాడు .
2,ఈ హస్తినాపురం పవిత్ర గంగానది ఒడ్డున ఉన్నది .
2,ఈ విధంగా ఇతర అనేక ధర్మశాలలు సులభంగా లభిస్తాయి .
3,ఇంత దొరికితే మీరు బాగా మునిగిపోతారు .
2,ఇలానే ఉంది తిజారా క్షేత్రం గొప్పతనం .
4,తిజారా అతిశయ క్షేత్రంలో 24 మంది తీర్థంకరులలో 8వ తీర్థంకరుడు భగవంతుడు శ్రీచంద్ర ప్రభువు భగవానుని ఆరాధన చేయబడుతుంది .
3,ఈ విగ్రహం ఈ క్షేత్రంలో జరపబడిన త్రవ్వకాల 16 ఆగష్టు 1956 బయటపడింది .
2,మరుసటి ఉదయం అప్పుడు ఆ ప్రదేశంలో త్రవ్వకాలు జరుపబడ్డాయి .
3,అక్కడ చంద్ర ప్రభువు భగవంతుని భవ్యమైన విగ్రహం లభించింది .
2,త్రవ్వకాల ఈ సమయంలో విగ్రహం బయటకు తీయబడింది .
3,భక్త జనసందోహంలో దీని అర్థం ఈ విధంగా వెలువడింది .
3,ఈ విధంగా ప్రకృతి విగ్రహానికి జలాభిషేకం చేసి దానిని పవిత్రం చేసింది .
5,అతిశయ క్షేత్రంలో స్థాపించబడిన ఈ దేవాలయ బాహ్య స్వరూపం అత్యంత సుందరంగా ఉంది మరియు దీని అంతరంగిక అలంకరణ చాలా మోహింపజేస్తుంది .
3,దేవాలయం ప్రాంగణంలో ఇంత స్థలం ఉంది .
2,తిజారాలో ఒక పెద్ద హాలు ఉంది .
3,చిత్రాల ఆధారంగా వాటిపైన పౌరాణిక కథలు చెక్కబడినవి .
3,వ్యక్తి అన్ని కోరికలు తీరుతాయి .
2,ఇది మాన స్తంభమని పిలువబడుతుంది .
3,ఈ స్తంభం దర్శనంతోనే వ్యక్తుల గర్వం తగ్గిపోతుంది .
3,సామాన్య రీతిలో ఇక్కడ మానస్తంభ శిఖరంపైన తీర్థంకర భగవంతుని నాలుగు విగ్రహాలు స్థాపించబడ్డాయి .
2,తిజారాలో సంవత్సరంలో రెండు సార్లు విశేష కార్యక్రమాలు ఏర్పాటు చేయబడతాయి .
4,ఒక సారి ఫాల్గుణ సప్తమిన మరియు రెండవ సారి శ్రావణశుక్ల దశమినాడు .
3,తిజారా అతిశయ క్షేత్రంలో భక్తాదులు ఉండటానికి 300 గదుల ధర్మశాల నిర్మించబడినది .
3,కాంకేరఘాటీ ముఖ్య పర్యాటక స్థలాలు క్రింది ఉన్నాయి .
3,పర్యాటకులు దీని మోహశోభతో మతి కోల్పోతారు .
3,ఇక్కడ తిరిగి వెళ్ళడానికి మనస్సు ఒప్పుకోదు .
7,నీరు పడటంతో ఏర్పడే పాలనురుగు మరియు నీటి బిందువుల స్వాభావిక ఫౌంటెన్లు పర్యాటకులను ముద్దముద్దగా తడిపేస్తాయి .
2,నేను అది తెలుసుకున్నాను .
4,ఈ విధంగా ఏర్పడిన మెట్లు లోయ ఈ మనోరంజకమైన జలాశయాన్ని సృష్టించి ఉండవచ్చు .
3,తీర్థగఢ్‍తోపాటు చింగీతరాయి మరియు చంద్రగిరి చారిత్రక మహత్యం కలిగినవి .
